"cue","target","normed","proportion"
"advertisement","agency","YES",0.013
"advertisement","article","YES",0.013
"advertisement","business","YES",0.013
"advertisement","car","YES",0.013
"advertisement","money","YES",0.013
"advertisement","picture","YES",0.013
"advice","help","YES",0.236
"advice","counsel","YES",0.077
"advice","good","YES",0.062
"advice","give","YES",0.041
"advice","opinion","YES",0.041
"advice","friend","YES",0.036
"advice","suggestion","YES",0.031
"advice","mother","YES",0.026
"advice","parent","YES",0.026
"advice","talk","YES",0.026
"advice","consent","NO",0.021
"advice","bad","YES",0.015
"advice","column","YES",0.015
"advice","word","YES",0.015
"advice","choice","YES",0.01
"advice","comment","YES",0.01
"advice","free","YES",0.01
"advice","idea","YES",0.01
"advice","listen","YES",0.01
"advice","tell","YES",0.01
"advil","headache","YES",0.18
"advil","tylenol","YES",0.18
"advil","pain","YES",0.16
"advil","aspirin","YES",0.113
"advil","medicine","YES",0.093
"advil","pill","YES",0.067
"advil","cramp","YES",0.02
"advil","hammer","YES",0.02
"advil","relief","YES",0.02
"advil","ache","YES",0.013
"advil","bayer","NO",0.013
"advil","drug","YES",0.013
"advil","relieve","NO",0.013
"advise","help","YES",0.261
"advise","counsel","YES",0.105
"advise","tell","YES",0.033
"advise","friend","YES",0.026
"advise","suggest","YES",0.026
"advise","advice","YES",0.02
"advise","give","YES",0.02
"advise","mom","YES",0.02
"advise","opinion","YES",0.02
"advise","talk","YES",0.02
"advise","teach","YES",0.02
"advise","academic","NO",0.013
"advise","column","YES",0.013
"advise","counselor","NO",0.013
"advise","guide","YES",0.013
"advise","inform","YES",0.013
"advise","lecture","YES",0.013
"advise","luci","NO",0.013
"advise","teacher","YES",0.013
"aerobics","exercise","YES",0.327
"aerobics","sweat","YES",0.127
"aerobics","dance","YES",0.073
"aerobics","workout","YES",0.067
"aerobics","fun","YES",0.04
"aerobics","shapely","NO",0.033
"aerobics","fitness","YES",0.027
"aerobics","jump","YES",0.027
"aerobics","girls","YES",0.02
"aerobics","pain","YES",0.02
"aerobics","run","YES",0.02
"aerobics","step","YES",0.02
"aerobics","tiring","NO",0.02
"aerobics","activity","YES",0.013
"aerobics","sport","YES",0.013
"affair","cheat","YES",0.142
"affair","love","YES",0.135
"affair","sex","YES",0.074
"affair","adultery","YES",0.068
"affair","marriage","YES",0.068
"affair","event","YES",0.034
"affair","family","YES",0.027
"affair","relationship","YES",0.027
"affair","fling","YES",0.02
"affair","party","YES",0.02
"affair","people","YES",0.02
"affair","romance","YES",0.02
"affair","wrong","YES",0.02
"affair","current","YES",0.014
"affair","divorce","YES",0.014
"affair","happening","YES",0.014
"affair","infidelity","NO",0.014
"affair","lust","YES",0.014
"affair","woman","YES",0.014
"affect","effect","YES",0.224
"affect","cause","YES",0.132
"affect","bother","YES",0.066
"affect","change","YES",0.066
"affect","influence","YES",0.033
"affect","feeling","YES",0.026
"affect","defect","NO",0.02
"affect","harm","YES",0.02
"affect","effort","YES",0.013
"affect","emotion","YES",0.013
"affect","hurt","YES",0.013
"affect","impact","YES",0.013
"affect","plug","YES",0.013
"affect","response","YES",0.013
"affect","result","YES",0.013
"affect","touch","YES",0.013
"affection","love","YES",0.8
"affection","hug","YES",0.04
"affection","care","YES",0.027
"affection","kiss","YES",0.013
"affection","lust","YES",0.013
"affection","show","YES",0.013
"afraid","scare","YES",0.604
"afraid","fear","YES",0.076
"afraid","dark","YES",0.042
"afraid","fright","YES",0.021
"afraid","ghost","YES",0.021
"afraid","alone","YES",0.014
"afraid","brave","YES",0.014
"afraid","quiet","YES",0.014
"afraid","run","YES",0.014
"africa","continent","YES",0.234
"africa","black","YES",0.145
"africa","country","YES",0.076
"africa","apartheid","NO",0.062
"africa","jungle","YES",0.048
"africa","hot","YES",0.034
"africa","south","YES",0.034
"africa","asia","YES",0.028
"africa","animals","YES",0.021
"africa","desert","YES",0.021
"africa","elephant","YES",0.021
"africa","exotic","NO",0.014
"africa","freedom","YES",0.014
"africa","green","YES",0.014
"africa","lion","YES",0.014
"africa","poor","YES",0.014
"after","before","YES",0.571
"after","later","NO",0.117
"after","noon","YES",0.084
"after","dark","YES",0.032
"after","math","YES",0.026
"after","now","YES",0.019
"after","hours","YES",0.013
"after","morning","YES",0.013
"after","post","YES",0.013
"after","tomorrow","YES",0.013
"afternoon","night","YES",0.144
"afternoon","evening","YES",0.123
"afternoon","hot","YES",0.103
"afternoon","sun","YES",0.075
"afternoon","lunch","YES",0.068
"afternoon","morning","YES",0.068
"afternoon","day","YES",0.055
"afternoon","nap","YES",0.041
"afternoon","midday","NO",0.027
"afternoon","sunny","YES",0.027
"afternoon","daytime","NO",0.021
"afternoon","soap","YES",0.021
"afternoon","class","YES",0.014
"afternoon","home","YES",0.014
"afternoon","late","YES",0.014
"afternoon","midnight","YES",0.014
"afternoon","off","YES",0.014
"afternoon","sunday","YES",0.014
"afternoon","sunset","YES",0.014
"afternoon","tired","YES",0.014
"again","repeat","YES",0.336
"again","over","YES",0.112
"again","never","YES",0.066
"again","again","YES",0.046
"again","stop","YES",0.033
"again","re-do","NO",0.026
"again","try","YES",0.026
"again","twice","YES",0.026
"again","once","YES",0.02
"again","do","YES",0.013
"again","not","YES",0.013
"again","now","YES",0.013
"against","for","YES",0.312
"against","odds","YES",0.09
"against","anti","NO",0.049
"against","oppose","NO",0.049
"against","with","YES",0.042
"against","no","YES",0.035
"against","will","YES",0.035
"against","con","YES",0.028
"against","fight","YES",0.028
"against","rebel","YES",0.028
"against","enemy","YES",0.014
"against","force","YES",0.014
"against","lean","YES",0.014
"against","pro","YES",0.014
"against","resist","NO",0.014
"against","together","YES",0.014
"age","old","YES",0.391
"age","year","YES",0.102
"age","young","YES",0.076
"age","time","YES",0.046
"age","eighteen","NO",0.025
"age","nineteen","NO",0.025
"age","number","YES",0.025
"age","twenty one","NO",0.025
"age","twenty","NO",0.02
"age","birthday","YES",0.015
"age","maturity","NO",0.015
"age","wisdom","YES",0.015
"age","beauty","YES",0.01
"age","drinking","NO",0.01
"age","era","YES",0.01
"age","limit","YES",0.01
"age","people","YES",0.01
"age","seventeen","NO",0.01
"age","sex","YES",0.01
"age","weight","YES",0.01
"agency","company","YES",0.088
"agency","work","YES",0.081
"agency","business","YES",0.068
"agency","insurance","YES",0.068
"agency","office","YES",0.061
"agency","travel","YES",0.047
"agency","government","YES",0.041
"agency","place","YES",0.041
"agency","corporation","YES",0.034
"agency","help","YES",0.034
"agency","job","YES",0.027
"agency","firm","YES",0.02
"agency","advertising","NO",0.014
"agency","building","YES",0.014
"agency","bureau","YES",0.014
"agency","employment","YES",0.014
"agency","group","YES",0.014
"agency","talent","YES",0.014
"agency","temporary","NO",0.014
"agenda","schedule","YES",0.259
"agenda","list","YES",0.17
"agenda","plan","YES",0.143
"agenda","calendar","YES",0.034
"agenda","meeting","YES",0.034
"agenda","book","YES",0.027
"agenda","work","YES",0.027
"agenda","busy","YES",0.02
"agenda","american","YES",0.014
"agenda","itinerary","NO",0.014
"agenda","order","YES",0.014
"agenda","organize","YES",0.014
"agenda","roll","YES",0.014
"agenda","things","YES",0.014
"agent","fbi","YES",0.123
"agent","secret","YES",0.116
"agent","insurance","YES",0.068
"agent","travel","YES",0.055
"agent","undercover","NO",0.041
"agent","oo7","NO",0.034
"agent","federal","YES",0.027
"agent","help","YES",0.027
"agent","person","YES",0.027
"agent","real estate","YES",0.027
"agent","sports","YES",0.027
"agent","actor","YES",0.021
"agent","government","YES",0.021
"agent","representative","NO",0.021
"agent","spy","YES",0.021
"agent","authority","YES",0.014
"agent","bond","YES",0.014
"agent","detective","YES",0.014
"agent","model","YES",0.014
"agent","money","YES",0.014
"agent","officer","YES",0.014
"agent","orange","YES",0.014
"agent","police","YES",0.014
"agent","sales","YES",0.014
"aggravate","annoy","YES",0.303
"aggravate","irritate","YES",0.125
"aggravate","bother","YES",0.086
"aggravate","mad","YES",0.086
"aggravate","anger","YES",0.079
"aggravate","assault","YES",0.046
"aggravate","piss off","NO",0.039
"aggravate","angry","YES",0.033
"aggravate","frustrate","YES",0.02
"aggravate","agitate","NO",0.013
"aggravate","sister","YES",0.013
"aggressive","mean","YES",0.099
"aggressive","strong","YES",0.079
"aggressive","fight","YES",0.053
"aggressive","pushy","YES",0.046
"aggressive","angry","YES",0.04
"aggressive","forceful","YES",0.04
"aggressive","passive","YES",0.04
"aggressive","forward","YES",0.026
"aggressive","rough","YES",0.026
"aggressive","anger","YES",0.02
"aggressive","sex","YES",0.02
"aggressive","bad","YES",0.013
"aggressive","girls","YES",0.013
"aggressive","hit","YES",0.013
"aggressive","men","YES",0.013
"aggressive","outgoing","YES",0.013
"aggressive","persistent","NO",0.013
"aggressive","powerful","YES",0.013
"aggressive","rude","YES",0.013
"aggressive","shy","YES",0.013
"agony","pain","YES",0.649
"agony","defeat","YES",0.11
"agony","ecstasy","YES",0.019
"agony","fear","YES",0.019
"agony","hurt","YES",0.019
"agony","misery","YES",0.019
"agony","hate","YES",0.013
"agony","heartache","NO",0.013
"agree","disagree","YES",0.393
"agree","yes","YES",0.097
"agree","compromise","NO",0.028
"agree","consent","NO",0.028
"agree","comply","NO",0.021
"agree","please","YES",0.021
"agree","coincide","NO",0.014
"agree","harmony","YES",0.014
"agree","same","YES",0.014
"agree","shampoo","YES",0.014
"agree","similar","YES",0.014
"agreement","disagreement","YES",0.164
"agreement","contract","YES",0.151
"agreement","compromise","NO",0.048
"agreement","yes","YES",0.048
"agreement","pact","NO",0.041
"agreement","agree","YES",0.021
"agreement","argument","YES",0.021
"agreement","harmony","YES",0.021
"agreement","settlement","NO",0.021
"agreement","believe","YES",0.014
"agreement","bet","YES",0.014
"agreement","comply","NO",0.014
"agreement","consent","NO",0.014
"agreement","document","YES",0.014
"agreement","together","YES",0.014
"agreement","understand","YES",0.014
"agreement","written","NO",0.014
"agriculture","farm","YES",0.283
"agriculture","plant","YES",0.164
"agriculture","land","YES",0.053
"agriculture","crops","YES",0.033
"agriculture","farmer","YES",0.033
"agriculture","food","YES",0.033
"agriculture","grass","YES",0.026
"agriculture","vegetables","YES",0.026
"agriculture","green","YES",0.02
"agriculture","cow","YES",0.013
"agriculture","earth","YES",0.013
"agriculture","environment","YES",0.013
"agriculture","field","YES",0.013
"agriculture","garden","YES",0.013
"agriculture","grow","YES",0.013
"agriculture","midwest","NO",0.013
"agriculture","oranges","NO",0.013
"agriculture","trees","YES",0.013
"ahead","behind","YES",0.424
"ahead","forward","YES",0.136
"ahead","front","YES",0.068
"ahead","before","YES",0.061
"ahead","go","YES",0.03
"ahead","straight","YES",0.023
"ahead","back","YES",0.015
"ahead","beyond","YES",0.015
"ahead","far","YES",0.015
"ahead","future","YES",0.015
"ahead","lead","YES",0.015
"ahead","sign","YES",0.015
"ahoy","ship","YES",0.264
"ahoy","hello","YES",0.135
"ahoy","mate","YES",0.081
"ahoy","chips","YES",0.061
"ahoy","cookies","NO",0.061
"ahoy","captain","YES",0.054
"ahoy","boat","YES",0.041
"ahoy","happy","YES",0.027
"ahoy","sailor","YES",0.027
"ahoy","goodbye","YES",0.02
"ahoy","sailing","YES",0.02
"ahoy","hey","NO",0.014
"ahoy","hi","NO",0.014
"ahoy","land","YES",0.014
"ahoy","pirates","NO",0.014
"aid","help","YES",0.432
"aid","first","YES",0.291
"aid","bandaid","YES",0.081
"aid","financial","YES",0.061
"aid","money","YES",0.02
"aid","hospital","YES",0.014
"aid","injury","YES",0.014
"aids","disease","YES",0.329
"aids","death","YES",0.224
"aids","help","YES",0.046
"aids","hiv","NO",0.046
"aids","scary","YES",0.046
"aids","sex","YES",0.033
"aids","dead","YES",0.026
"aids","sad","YES",0.026
"aids","virus","YES",0.026
"aids","sick","YES",0.02
"aids","gay","NO",0.013
"aids","health","YES",0.013
"aids","kill","YES",0.013
"aids","research","YES",0.013
"aim","fire","YES",0.322
"aim","shoot","YES",0.123
"aim","goal","YES",0.096
"aim","target","YES",0.089
"aim","toothpaste","YES",0.068
"aim","high","YES",0.062
"aim","gun","YES",0.041
"aim","point","YES",0.034
"aim","direct","YES",0.014
"aim","hit","YES",0.014
"aim","look","YES",0.014
"aim","spot","YES",0.014
"aim","throw","YES",0.014
"air","breathe","YES",0.176
"air","oxygen","YES",0.142
"air","plane","YES",0.088
"air","cloud","YES",0.068
"air","supply","YES",0.068
"air","water","YES",0.068
"air","pollution","YES",0.054
"air","sky","YES",0.047
"air","condition","YES",0.034
"air","clean","YES",0.027
"air","wind","YES",0.027
"air","hot","YES",0.02
"air","atmosphere","YES",0.014
"air","balloon","YES",0.014
"air","fly","YES",0.014
"air","life","YES",0.014
"air","molecule","YES",0.014
"air force","plane","YES",0.22
"air force","navy","YES",0.16
"air force","army","YES",0.133
"air force","marines","YES",0.107
"air force","jet","YES",0.067
"air force","military","YES",0.033
"air force","pilot","YES",0.033
"air force","academy","NO",0.027
"air force","base","YES",0.02
"air force","airplane","YES",0.013
"air force","f-16","NO",0.013
"air force","fly","YES",0.013
"air force","macdill","NO",0.013
"air force","men","YES",0.013
"air force","uniform","YES",0.013
"aircraft","plane","YES",0.408
"aircraft","carrier","NO",0.109
"aircraft","airplane","YES",0.095
"aircraft","fly","YES",0.088
"aircraft","pilot","YES",0.054
"aircraft","air force","YES",0.027
"aircraft","airport","YES",0.02
"aircraft","f-16","NO",0.02
"aircraft","delta","NO",0.014
"aircraft","flight","YES",0.014
"aircraft","jet","YES",0.014
"aircraft","sky","YES",0.014
"airplane","fly","YES",0.32
"airplane","crash","YES",0.096
"airplane","jet","YES",0.086
"airplane","sky","YES",0.061
"airplane","flight","YES",0.051
"airplane","pilot","YES",0.041
"airplane","airport","YES",0.036
"airplane","wings","YES",0.03
"airplane","car","YES",0.02
"airplane","movie","YES",0.02
"airplane","bird","YES",0.015
"airplane","boat","YES",0.015
"airplane","helicopter","YES",0.015
"airplane","transportation","YES",0.015
"airplane","travel","YES",0.015
"airplane","air","YES",0.01
"airplane","aircraft","YES",0.01
"airplane","engine","YES",0.01
"airplane","ride","YES",0.01
"airplane","train","YES",0.01
"airplane","trip","YES",0.01
"airport","plane","YES",0.757
"airport","fly","YES",0.061
"airport","departure","NO",0.014
"airport","people","YES",0.014
"airport","travel","YES",0.014
"airport","trip","YES",0.014
"alarm","clock","YES",0.388
"alarm","bell","YES",0.067
"alarm","awake","YES",0.061
"alarm","sound","YES",0.061
"alarm","fire","YES",0.048
"alarm","ring","YES",0.048
"alarm","scare","YES",0.048
"alarm","morning","YES",0.042
"alarm","alert","YES",0.024
"alarm","fright","YES",0.024
"alarm","loud","YES",0.018
"alarm","up","YES",0.018
"album","record","YES",0.333
"album","picture","YES",0.193
"album","photo","YES",0.153
"album","music","YES",0.1
"album","cd","NO",0.073
"album","cover","YES",0.04
"album","tape","YES",0.02
"album","lp","NO",0.013
"alcohol","beer","YES",0.24
"alcohol","drink","YES",0.151
"alcohol","drug","YES",0.116
"alcohol","drunk","YES",0.11
"alcohol","abuse","YES",0.041
"alcohol","fun","YES",0.041
"alcohol","party","YES",0.034
"alcohol","alcoholism","NO",0.021
"alcohol","drunk driving","NO",0.014
"alcohol","intoxicate","YES",0.014
"alcohol","problem","YES",0.014
"alcohol","vodka","YES",0.014
"ale","beer","YES",0.487
"ale","ginger","NO",0.133
"ale","steak","YES",0.087
"ale","drink","YES",0.06
"ale","house","YES",0.027
"ale","lager","NO",0.02
"ale","wine","YES",0.013
"alert","awake","YES",0.222
"alert","aware","YES",0.118
"alert","red","YES",0.097
"alert","fire","YES",0.062
"alert","alarm","YES",0.056
"alert","asleep","YES",0.049
"alert","ready","YES",0.042
"alert","attentive","NO",0.035
"alert","action","YES",0.028
"alert","caffeine","YES",0.014
"alert","notify","YES",0.014
